102308
2 9 31 126 Retail–DrugStores .. –4.3–1.4
3 3 3 90 Mdcal–Outpnt/HmCr 95 –15.3–4.7
4 4 11 185 Insurance–Brokers 88 –14.7–2.6
5 8 4 22 Elec–MilitarySystems 93 –2.0–2.4
6 2 14 178 ComptrSftwr–Mdcl 96 –25.3–2.5
7 1 2 152 Retail–Discnt&Vari .. +11.5–3.7
8 10 7 143 CommlSvcs–Schools 97 –13.1–3.9
9 5 1 83 Medical–Genetics .. –17.4–4.1
10 16 39 51 Soap&ClngPreparat .. –7.2–3.9
11 11 75 79 Banks–Southeast 88 –20.5–3.2
12 21 33 31 Food–MscPrparation 92 –16.2–2.6
13 14 13 66 Medical–Products 92 –24.8–4.5
14 15 6 61 Medical–Biomed/Bth 92 –24.8–3.3
15 7 34 111 Banks–Wst/Sthwst 88 –27.8–3.4
16 30 60 63 Mdcal–Drg/Dvrsified .. –6.2–3.7
17 28 24 73 Medical–EthicalDrgs 85 –28.3–4.6
18 25 69 52 Utility–GasDstribtn 85 –20.5–3.9
19 44 130 94 Retail–Spr/MiniMkts 89 –27.2–4.3
20 20 91 48 Banks–Midwest 85 –21.9–3.9
62 70 105 138 Telecom–WirlssEqp 80 –40.3 +1.6
63 56 23 194 Compter–Netwrking 84 –45.6 +2.9
64 36 62 80 Finance–Reit .. –36.6 –1.8
65 66 93 5 Bldg–Rsidnt/Comml 57 –15.8 +2.7
66 65 68 55 FnancialSrvcs–Misc 80 –50.5 –0.8
67 53 72 24 Containers 78 –33.2 0.0
68 69 135 147 Leisre–Mvies&Rel 52 –38.8 +2.3
69 76 134 50 Beverages–Alcoholic 76 –27.6 –0.4
70 44 57 66 Cmpter–TechSrvcs 85 –30.1 +0.2
71 68 28 14 Chemicals–Specialty 75 –38.0 +4.3
72 87 132 121 Medical/Dntal–Sppls 83 –34.2 +2.2
73 52 37 59 ComptrSftwr–Entr 83 –45.7 –0.3
74 64 103 191 Mdical–HlthMntOrg 81 –54.1 –4.2
75 106 88 177 ComptrSftwr–Scrity 87 –44.1 0.0
76 55 56 133 Internet–Software .. –39.6 +3.0
77 101 119 185 Telecom–Services 75 –50.2 –0.7
78 73 141 182 Bldg–Mbile/Mfg&Rv .. –51.6 +3.1
79 54 86 124 Retail–Restaurants 82 –44.4 +2.5
80 133 139 26 AgriculturalOprtions 69 –37.7 +1.0
81 63 36 192 Fincecnsmer/CmlLns 80 –49.1 –0.3
82 51 31 77 Apprel–ClthingMfg 78 –36.6 +1.0
83 120 162 37 Bvrages–SftDrinks 81 –39.0 +0.3
84 118 126 123 ComptrSftwr–Fincl 82 –44.5 –1.2
85 85 91 81 Elec–Scntific/Msrng 78 –40.9 +1.6
86 59 144 151 Media–Radio/Tv 52 –56.5 +1.9
87 90 15 171 Bldg–Paint&Allied 64 –28.0 +2.1
88 100 118 174 OfficeSuppliesMfg .. –44.0 +0.8
89 99 155 86 RealEstateOprtions 56 –30.8 +0.1
90 57 55 56 Househld–Applncs .. –38.8 –0.4
91 123 101 104 Aerospce/DfnseEqp 86 –43.0 +3.4
92 122 112 34 Transportation–Svcs 81 –20.3 +2.2
93 88 66 110 Bldg–Mntnance&S .. –29.8 +1.0
94 79 30 99 Bldg–CnstrPrds/Msc 68 –41.2 +0.6
95 97 71 109 Insurance–Life 64 –37.9 +0.4
96 80 70 119 Elec–SmicondctrMfg 75 –48.3 +0.6
97 132 174 40 Telecom–SrvcsFrgn 77 –44.6 +2.5
98 94 85 173 RtailWhlsleOffcSup .. –39.4 +1.9
99 96 109 183 Auto/Trck–RplcPrts .. –54.5 +3.5
100 93 25 161 Telecom–Equipment 67 –47.5 +2.2
101 86 32 25 PollutnCntrl–Eqp 78 –33.4 +2.0
102 112 147 129 Cmptr–IntgrtdSyst 77 –41.4 –0.5
103 124 122 106 Elec–SemicndctrEqp .. –54.8 –1.1
104 155 116 57 Oil&Gas–IntlExpl Pr .. –54.6 +9.0
105 61 60 136 CommlSvcs–Stffng .. –44.0 –0.3
106 95 115 107 Bldg–HandTools 65 –35.0 +1.3
107 187 192 190 Textile–Mill/Hsehold .. –68.0 –0.4
108 78 64 162 Leisure–Products 57 –49.4 +2.6
109 108 133 157 Rtail/Whlslecmp/Cll .. –45.8 +0.7
110 105 33 186 Intrnet–NtwrkSltns .. –45.6 +2.7
111 72 52 75 Bldg–WoodPrds .. –36.4 +6.2
112 126 158 64 Telecom–WirlssSvcs 85 –51.2 +4.0
113 113 166 152 Retail–MailOrder&Di .. –46.5 +4.0
114 83 87 93 Paper&PaperProduc 56 –52.5 0.0
115 154 163 72 Aerospace/Defense .. –39.3 –0.8
116 179 181 149 Oil&Gas–Rfing/Mkt 69 –52.7 +2.8
117 98 24 15 Mchnry–GenIndstrl 71 –40.4 +1.5
118 102 129 38 Trnsprt–AirFreight .. –40.5 –1.7
119 151 106 18 Chemicals–Basic 83 –32.2 +7.1
120 128 79 63 Internet–ECommerce 77 –48.4 +3.7
121 121 142 170 ConsumerProd–Misc .. –54.5 +0.4
122 114 157 140 Banks–MoneyCntr 68 –47.1 +1.4
123 129 151 169 Media–Books .. –47.8 +4.9
124 165 180 113 Financ–PblInvFdeqt .. –45.9 +2.9
125 107 54 148 Internet–Content 86 –47.4 +0.4
126 150 185 153 AutoManufacturers .. +6.0 +5.0
127 142 154 118 Elec–ContractMfg .. –42.3 –0.8
128 125 90 145 Internet–Isp .. –47.2 +0.5
129 103 83 105 Elctricl–Equipmnt 74 –48.9 +5.1
130 111 148 116 Food–DairyProducts .. –29.5 –0.6
131 109 127 135 CommlSvcs–Leasing 71 –39.6 +3.7
132 156 140 172 Comptr–DataStrge .. –51.1 +0.7
133 47 98 139 CmmlSvcs–MrktRch 78 –37.2 +0.5
134 164 172 45 Oil&Gas–IntlIntegra 77 –47.8 +4.3
135 144 97 175 Telcom–FibrOptcs .. –53.3 +2.2
136 134 123 156 Media–Cble/StlliteTv 69 –49.0 0.0
137 82 20 180 Retail–Misc 78 –57.0 +2.2
138 119 100 160 Bldg–Cment/Cncrt .. –46.1 +6.8
139 130 99 163 Chemicals–Plastics .. –44.9 +3.0
140 110 167 31 Food–MeatProducts .. –43.3 +2.6
141 92 73 88 Trnsprttion–EqpMfg .. –41.3 +3.2
142 131 128 114 ComptrSftwr–Dsktp 72 –45.2 +0.2
143 116 92 130 CompterSftwr–Dsgn 76 –42.7 –1.1
144 169 194 91 Finc–PblInvFd–Fn .. –52.0 +3.3
145 146 121 94 Elec–MiscProducts .. –53.5 –0.8
146 147 149 128 MetalPrds–Fstners .. –36.7 +0.1
147 183 50 2 Oil&Gas–USExplPro 72 –37.5 +6.9
148 149 131 155 Leisure–Services 62 –56.9 +3.4
149 138 69 76 Elec–Cmpnent/Cntr .. –45.5 +1.2
150 157 117 44 CmptrSftwr–Edu .. –46.0 –0.5
151 152 143 82 Insrnce–Acc&Heal .. –50.7 –1.8
152 145 77 27 Medcal–Hospitals .. –39.8 +3.3
153 115 75 46 Mchnry–MtlHdlg .. –42.4 +1.6
154 161 164 33 Media–Periodicals .. –48.9 –0.7
155 89 19 167 Retail/Whlsle–Jwlry .. –46.1 +1.8
156 104 130 127 Comptr–Manufctrs .. –45.8 +2.6
157 139 74 188 Houshld–CnsmerElc .. –53.1 –1.2
158 153 165 142 Office–Eqp&Autom .. –43.9 –2.2
159 135 153 144 CommlSvcs–Prntng .. –58.9 –5.3
160 163 171 126 Media–Diversified 62 –55.2 +0.6
161 136 111 165 Elec–PrtsDistribtrs .. –51.7 –0.4
162 127 175 146 RealEstateDevlpmt .. –53.3 +1.3
163 162 188 12 MetalOres–Gld/Silvr 49 –54.9 +13
164 148 89 98 Retail–CnsmrElec .. –52.3 –1.1
165 117 38 35 MetalProc&Fabrica 53 –53.3 +6.3
166 166 58 92 Bldg–HeavyConstr .. –53.5 +3.7
167 178 177 112 Househld–Housewrs .. –49.0 –1.6
168 180 159 189 Leisre–Gamng/Equip 60 –67.9 +16
169 186 136 19 Oil&GascdnExpl Pro .. –38.0 +11
170 193 173 197 Fnanc–Mrtg&RelSvc .. –81.6 +4.9
171 141 169 150 ComlSvcs–Advrtsng .. –57.7 +1.4
172 171 156 117 Transportation–Ship .. –53.4 +2.7
173 177 84 16 Oil&Gas–FieldServic 60 –50.6 +6.3
174 168 176 143 Insrnce–Divrsified .. –57.5 –2.0
175 167 196 168 Media–Newspapers .. –64.8 –1.4
176 173 152 159 Leisure–Hotels&Mot .. –53.3 +5.4
177 140 35 8 Energy–Other 60 –54.3 +6.1
178 189 160 7 Oil&Gas–Drilling 68 –45.4 +8.5
179 160 137 179 Retail–DprtmntStrs .. –55.5 +3.9
180 158 110 132 Machnry–Tools&Re .. –49.0 +3.8
181 184 145 176 Trucks&Parts–HvyD .. –59.2 +3.2
182 188 195 90 Food–Flour&Grain .. –43.2 +0.9
183 176 193 195 Leisre–PhtoEqp/Rel .. –62.0 –3.6
184 174 63 70 Oil&Gas–Mchnry/Eq 62 –55.8 +7.6
185 170 150 41 MetalPrds–Distribtr .. –50.1 +9.5
186 175 182 125 Banks–Foreign .. –57.0 –1.6
187 192 191 71 Oil&Gas–USIntgrt .. –52.4 +3.1
188 182 186 3 Machinery–Farm .. –53.7 +5.7
189 191 184 48 Oil&Gas–CdnIntgrt .. –48.7 +7.5
190 190 78 4 Chemicals–Fertilizers 69 –52.0 +6.7
191 172 179 103 Auto/Trck–OrgnlEqp .. –66.1 –0.4
192 181 178 29 Mchinry–Cnstr/Mng .. –53.6 +3.5
193 195 190 11 MetalOres 56 –57.4 +6.8
194 194 187 1 Steel–Producers .. –59.7 +2.3
195 196 189 166 Steel–SpcltyAlloys .. –70.8 +3.3
196 185 183 120 Auto/Trck–Tirs&M .. –63.1 +1.8
197 197 197 193 Mining–Gems .. –74.8 +9.0

110308
1 2 2 154 Retail–Discnt&Vari .. +26.1+1.1
2 9 4 100 CommlSvcs–Schools 98 +5.5+4.3
3 7 3 184 Insurance–Brokers 85 –8.7+4.4
4 4 5 69 Mdcal–Outpnt/HmCr 95 –3.7+4.1
5 1 9 131 Banks–Wst/Sthwst 86 –23.5+3.6
6 5 22 95 Retail–DrugStores .. –1.7+0.9
7 13 10 32 Elec–MilitarySystems 93 +6.5+3.8
8 91 49 196 Trnsprttin–Airlne 86 –27.8+5.9
9 41 53 65 Utility–GasDstribtn 87 –12.5+0.9
10 14 59 22 Food–MscPrparation 91 –13.5+1.8
11 19 6 60 Medical–Biomed/Bth 90 –23.7+2.6
12 15 41 42 Soap&ClngPreparat .. –3.6+2.3
13 6 44 111 Banks–Southeast 86 –18.6+2.3
14 12 1 102 Medical–Genetics .. –16.0+4.4
15 10 48 39 Banks–Northeast 88 –11.8+2.8
16 31 76 67 Cosmetics/PersnlCre 86 –20.3+1.0
17 43138 23 Tobacco 90 –14.1–0.2
18 11 43 79 Banks–Midwest 82 –18.6+2.9
19 21 21 58 Medical–Products 91 –22.7+3.0
20 22 96 108 Financ–Svings&Lo 89 –28.1+2.2
21 16 47 115 Retail–Spr/MiniMkts 88 –22.3 +2.8
22 33 113 62 Mdcal–Drg/Dvrsified .. –5.2 +1.2
23 30 26 87 Medical–EthicalDrgs 88 –26.2 +2.2
24 18 13 101 ComlSvcs–Scrty 81 –29.4 +3.9
25 3 12 178 ComptrSftwr–Mdcl 90 –24.5 +3.0
26 48 82 49 Insrnce–Prp/Cas/Titl 81 –26.1 +5.1
27 49 125 134 Utility–WaterSupply 88 –15.1 +2.8
28 45 80 21 Medical–GenercDrgs 89 –7.6 +2.9
29 40 18 30 Medical–Systems/Eqp 85 –37.2 +2.4
30 39 45 51 CommlSvcs–Misc 89 –31.4 +4.5
31 8 7 137 Retail/Whlsle–Food 86 –18.3 +1.3
32 50 40 20 PollutionCntrl–Svcs 89 –9.8 +3.2
33 25 95 36 Fnce–InvsmntMgt 67 –36.6 +3.0
34 23 51 164 Banks–SuprRgional 83 –26.2 +3.6
35 34 161 47 Fnanc–IdxTrckngFd .. –28.0 +0.4
36 62 81 78 Rtail/Whlsle–At/Prts 89 –21.8 +7.0
37 29 17 28 Leisr–Tys/Gms/Hbby .. –9.3 +4.6
38 24 61 52 CmmlSvcs–Cnsltng 90 –24.4 +7.6
39 27 46 122 InvstmntBrokers 83 –49.0 +2.8
40 84 146 83 CommlSvcs–Hlthcre .. –33.1 +2.9
41 32 14 97 RetlWhsleBldgPrds 87 –9.4 +2.1
42 60 102 74 Utility–ElctricPwr 81 –29.4 –1.3
43 143 120 9 Oil&Gas–USRoyalty 82 –9.3 +1.1
44 17 8 54 Rtail–Clthing/Shoe 86 –31.9 +4.0
45 81 65 84 Food–Confectionery .. +2.5 +1.0
46 67 94 141 HsholdofficFurnitr .. –41.9 +3.8
47 42 124 17 DvrsifiedOprtions 81 –20.7 +3.5
48 35 11 53 Mdical/Dntal–Srvcs 79 –36.6 +3.9
49 75 114 43 Retail–MjrDscChns 88 –19.9 +2.1
50 57 55 56 Househld–Applncs .. –31.3 +6.8
51 26 42 61 Rtail–HmeFrnshngs .. –23.6 +3.4
52 46 27 13 Trnsportation–Trck 80 –11.7 +5.7
53 28 29 158 Mdcal–NrsngHmes 85 –42.4 +4.8
54 58 104 96 FuneralSvcs&Rel .. –25.2 +3.3
55 37 108 89 Apparel–Shoes&Rel 85 –32.6 +4.6
56 20 16 6 Bldg–A/C&HeatingP 75 –9.9 +5.4
57 36 62 80 Finance–Reit .. –30.3 +6.1
58 74 107 85 Mdcal–WhlsleDrg .. –27.1 +2.6
59 44 57 66 Cmpter–TechSrvcs 87 –23.8 +3.3
60 137 168 73 FnancepblInvFdbnd .. –23.1 +0.2
61 159 170 68 Oil&Gas–Trnsprt/Pip 85 –32.1 +0.5
62 94 85 173 RtailWhlsleOffcSup .. –26.6 +11
63 70 105 138 Telecom–WirlssEqp 80 –36.3 +3.2
64 52 37 59 ComptrSftwr–Entr 84 –43.1 +2.3
65 65 68 55 FnancialSrvcs–Misc 80 –45.9 +3.1
66 71 34 10 Transportation–Rail 92 +5.6 +3.3
67 69 135 147 Leisre–Mvies&Rel 52 –34.0 +2.6
68 56 23 194 Compter–Netwrking 82 –42.6 +3.2
69 55 56 133 Internet–Software .. –36.7 +1.8
70 68 28 14 Chemicals–Specialty 76 –32.3 +4.8
71 87 132 121 Medical/Dntal–Sppls 81 –29.3 +3.7
72 77 39 181 Comptr–PrphrlEqp .. –24.8 +1.2
73 64 103 191 Mdical–HlthMntOrg 81 –52.1 +3.4
74 76 134 50 Beverages–Alcoholic 74 –26.6 –1.3
75 113 166 152 Retail–MailOrder&Di .. –46.4 +1.7
76 38 67 187 Retail–LeisurePrds .. –47.8 +3.9
77 101 119 185 Telecom–Services 72 –47.5 +4.0
78 66 93 5 Bldg–Rsidnt/Comml 55 –13.4 +0.2
79 106 88 177 ComptrSftwr–Scrity .. –41.7 +5.4
80 54 86 124 Retail–Restaurants 83 –41.9 +2.7
81 53 72 24 Containers 75 –28.9 +2.5
82 90 15 171 Bldg–Paint&Allied 66 –21.2 +4.3
83 122 112 34 Transportation–Svcs 82 –12.8 +3.8
84 80 70 119 Elec–SmicondctrMfg 76 –45.1 +1.5
85 96 109 183 Auto/Trck–RplcPrts .. –46.3 +11
86 51 31 77 Apprel–ClthingMfg 78 –31.3 +5.6
87 88 66 110 Bldg–Mntnance&S .. –23.6 +4.7
88 59 144 151 Media–Radio/Tv 51 –55.6 +2.3
89 85 91 81 Elec–Scntific/Msrng 76 –37.8 +2.0
90 126 158 64 Telecom–WirlssSvcs 86 –46.6 +1.9
91 73 141 182 Bldg–Mbile/Mfg&Rv .. –46.4 +6.7
92 120 162 37 Bvrages–SftDrinks 78 –36.6 +1.8
93 86 32 25 PollutnCntrl–Eqp 81 –27.0 +6.3
94 100 118 174 OfficeSuppliesMfg .. –39.1 +3.9
95 93 25 161 Telecom–Equipment 68 –44.4 +1.8
96 79 30 99 Bldg–CnstrPrds/Msc 69 –36.5 +4.4
97 61 60 136 CommlSvcs–Stffng .. –39.1 +4.2
98 123 101 104 Aerospce/DfnseEqp 85 –39.2 +2.6
99 78 64 162 Leisure–Products 57 –45.0 +5.5
100 132 174 40 Telecom–SrvcsFrgn 75 –42.4 –1.1
101 118 126 123 ComptrSftwr–Fincl 79 –41.3 +3.5
102 124 122 106 Elec–SemicndctrEqp .. –51.0 +5.1
103 133 139 26 AgriculturalOprtions 66 –35.4 +2.8
104 108 133 157 Rtail/Whlslecmp/Cll .. –41.6 +3.3
105 102 129 38 Trnsprt–AirFreight .. –33.5 +5.7
106 112 147 129 Cmptr–IntgrtdSyst 76 –37.5 +1.9
107 47 98 139 CmmlSvcs–MrktRch 78 –32.2 +2.6
108 142 154 118 Elec–ContractMfg .. –39.0 +5.1
109 151 106 18 Chemicals–Basic 86 –29.0 +1.0
110 97 71 109 Insurance–Life 61 –39.8 –0.7
111 179 181 149 Oil&Gas–Rfing/Mkt 69 –49.5 +3.4
112 83 87 93 Paper&PaperProduc 57 –47.5 +5.2
113 95 115 107 Bldg–HandTools 61 –31.8 +3.2
114 105 33 186 Intrnet–NtwrkSltns .. –42.8 +2.6
115 82 20 180 Retail–Misc 74 –55.1 +3.4
116 63 36 192 Fincecnsmer/CmlLns 78 –46.3 +3.3
117 121 142 170 ConsumerProd–Misc .. –50.3 +2.4
118 72 52 75 Bldg–WoodPrds .. –32.5 +2.6
119 139 74 188 Houshld–CnsmerElc .. –48.8 +3.2
120 89 19 167 Retail/Whlsle–Jwlry .. –42.5 +3.1
121 129 151 169 Media–Books .. –41.9 +4.6
122 109 127 135 CommlSvcs–Leasing 72 –33.8 +4.8
123 125 90 145 Internet–Isp .. –45.4 +0.8
124 154 163 72 Aerospace/Defense .. –36.0 +2.0
125 114 157 140 Banks–MoneyCntr 69 –44.1 +1.3
126 130 99 163 Chemicals–Plastics .. –38.8 +3.9
127 183 50 2 Oil&Gas–USExplPro 77 –30.3 +3.5
128 92 73 88 Trnsprttion–EqpMfg .. –36.8 +4.2
129 103 83 105 Elctricl–Equipmnt 75 –45.1 +3.1
130 111 148 116 Food–DairyProducts .. –27.9 +2.1
131 98 24 15 Mchnry–GenIndstrl 68 –36.8 +1.6
132 116 92 130 CompterSftwr–Dsgn 74 –39.6 +2.8
133 150 185 153 AutoManufacturers .. –19.9 –0.1
134 138 69 76 Elec–Cmpnent/Cntr .. –41.3 +5.5
135 107 54 148 Internet–Content 82 –48.0 +0.3
136 119 100 160 Bldg–Cment/Cncrt .. –40.9 +6.3
137 145 77 27 Medcal–Hospitals .. –31.9 +2.3
138 128 79 63 Internet–ECommerce 74 –46.9 +1.9
139 165 180 113 Financ–PblInvFdeqt .. –43.1 +2.5
140 110 167 31 Food–MeatProducts .. –40.1 +3.0
141 99 155 86 RealEstateOprtions 49 –29.4 +1.7
142 147 149 128 MetalPrds–Fstners .. –34.1 +0.8
143 164 172 45 Oil&Gas–IntlIntegra 77 –43.8 +1.0
144 134 123 156 Media–Cble/StlliteTv 66 –45.4 +2.0
145 115 75 46 Mchnry–MtlHdlg .. –37.5 +5.8
146 156 140 172 Comptr–DataStrge .. –47.5 +3.4
147 152 143 82 Insrnce–Acc&Heal .. –46.3 +5.0
148 127 175 146 RealEstateDevlpmt .. –48.0 +5.8
149 131 128 114 ComptrSftwr–Dsktp .. –44.2 +1.6
150 155 116 57 Oil&Gas–IntlExplPr .. –46.7 +2.5
151 146 121 94 Elec–MiscProducts .. –50.3 +3.0
152 169 194 91 Finc–PblInvFd–Fn .. –49.3 +1.3
153 144 97 175 Telcom–FibrOptcs .. –52.1 +1.2
154 157 117 44 CmptrSftwr–Edu .. –46.8 –0.3
155 153 165 142 Office–Eqp&Autom .. –38.5 +5.0
156 117 38 35 MetalProc&Fabrica 55 –48.2 +4.2
157 135 153 144 CommlSvcs–Prntng .. –51.8 +5.3
158 136 111 165 Elec–PrtsDistribtrs .. –47.9 +3.1
159 163 171 126 Media–Diversified 66 –50.4 +5.4
160 161 164 33 Media–Periodicals .. –47.3 +1.9
161 104 130 127 Comptr–Manufctrs .. –43.6 –1.8
162 148 89 98 Retail–CnsmrElec .. –48.7 +2.5
163 149 131 155 Leisure–Services 59 –55.8 –0.7
164 177 84 16 Oil&Gas–FieldServic 64 –45.3 +2.6
165 171 156 117 Transportation–Ship .. –46.7 +6.4
166 180 159 189 Leisre–Gamng/Equip 65 –62.4 +12
167 178 177 112 Househld–Housewrs .. –45.7 +8.5
168 162 188 12 MetalOres–Gld/Silvr 44 –54.8 –2.7
169 141 169 150 ComlSvcs–Advrtsng .. –55.5 +2.2
170 166 58 92 Bldg–HeavyConstr .. –47.8 +4.7
171 140 35 8 Energy–Other 59 –49.2 +2.0
172 186 136 19 Oil&GascdnExplPro .. –33.5 +0.9
173 170 150 41 MetalPrds–Distribtr .. –40.8 +7.2
174 160 137 179 Retail–DprtmntStrs .. –49.7 +7.3
175 167 196 168 Media–Newspapers .. –62.5 +2.1
176 173 152 159 Leisure–Hotels&Mot .. –50.2 +3.1
177 189 160 7 Oil&Gas–Drilling 71 –40.3 +0.6
178 192 191 71 Oil&Gas–USIntgrt .. –45.1 +5.1
179 188 195 90 Food–Flour&Grain .. –40.5 –3.3
180 158 110 132 Machnry–Tools&Re .. –45.5 +1.0
181 168 176 143 Insrnce–Divrsified .. –59.9 +0.8
182 175 182 125 Banks–Foreign .. –53.1 –1.1
183 193 173 197 Fnanc–Mrtg&RelSvc .. –79.2 +11
184 182 186 3 Machinery–Farm .. –49.2 +4.8
185 174 63 70 Oil&Gas–Mchnry/Eq 65 –51.4 +1.6
186 191 184 48 Oil&Gas–CdnIntgrt .. –42.9 +3.4
187 176 193 195 Leisre–PhtoEqp/Rel .. –61.8 +1.1
188 190 78 4 Chemicals–Fertilizers 70 –48.4 +3.4
189 187 192 190 Textile–Mill/Hsehold .. –74.1 –16
190 184 145 176 Trucks&Parts–HvyD .. –58.0 –1.9
191 172 179 103 Auto/Trck–OrgnlEqp .. –62.4 +7.9
192 181 178 29 Mchinry–Cnstr/Mng .. –48.4 +1.9
193 194 187 1 Steel–Producers .. –57.1 –0.5
194 195 190 11 MetalOres 58 –56.1 +1.7
195 196 189 166 Steel–SpcltyAlloys .. –68.6 +3.4
196 185 183 120 Auto/Trck–Tirs&M .. –58.1 +8.5
197 197 197 193 Mining–Gems .. –70.3 +11
